Link,Jugador,Equipo,Origen,Posicion Principal,Provincia,Competición
https://es.besoccer.com/jugador/german-112079,Germán Parreño,RC Deportivo,Elche/Elx,Portero,Alicante,1 RFEF Grupo 1
https://es.besoccer.com/jugador/e-puerto-915231,Eric Puerto,RC Deportivo,Barcelona,Portero,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-sanchez-347401,Alberto Sánchez,RC Deportivo,Plasencia (Cáceres),Portero,Cáceres,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pablo-vazquez-214031,Pablo Vázquez,RC Deportivo,Gandía (Valencia),Defensa central,Valencia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ximo-navarro-117393,Ximo Navarro,RC Deportivo,Guadahortuna (Granada),Lateral derecho,Granada,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-balenziaga-29964,M. Balenziaga,RC Deportivo,Zumárraga (Guipúzcoa),Lateral izquierdo,Guipúzcoa,1 RFEF Grupo 1
https://es.besoccer.com/jugador/paris-87878,Paris Adot,RC Deportivo,Pamplona (Navarra),Lateral derecho,Navarra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/jaime-sanchez-139349,Jaime Sánchez,RC Deportivo,Chiclana de la Frontera (Cádiz),Defensa central,Cádiz,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marotias-912952,Óscar Marotías,RC Deportivo,Santander (Cantabria),Defensa central,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marc-948621,Lache,RC Deportivo,Barcelona,Lateral derecho,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/angel-puerto-993218,Ángel Puerto,RC Deportivo,El Viso del Alcor (Sevilla),Defensa central,Sevilla,1 RFEF Grupo 1
https://es.besoccer.com/jugador/daniel-barcia-996556,Dani Barcia,RC Deportivo,"Coruña, A",Defensa central,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/villares-237837,Diego Villares,RC Deportivo,Villalba (Lugo),Mediocentro,Lugo,1 RFEF Grupo 1
https://es.besoccer.com/jugador/jose-angel-82130,José Ángel,RC Deportivo,Sevilla,Mediocentro defensivo,Sevilla,1 RFEF Grupo 1
https://es.besoccer.com/jugador/salva-sevilla-27182,Salva Sevilla,RC Deportivo,Berja (Almería),Mediocentro,Almería,1 RFEF Grupo 1
https://es.besoccer.com/jugador/hugo-rama-245497,Hugo Rama,RC Deportivo,Oroso (A Coruña),Mediocentro,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/jairo-996559,Jairo Noriega,RC Deportivo,"Coruña, A",Mediocentro,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/r-lopez-1021073,Rubén López,RC Deportivo,Silleda (Pontevedra),Mediocentro,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-fernandez-860025,Barba,RC Deportivo,"Coruña, A",Mediapunta,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/lucas-100849,Lucas Pérez,RC Deportivo,"Coruña, A",Delantero,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ivan-360944,Iván Barbero,RC Deportivo,Roquetas de Mar (Almería),Delantero,Almería,1 RFEF Grupo 1
https://es.besoccer.com/jugador/d-mella-919006,David Mella,RC Deportivo,Santiago de Compostela,Extremo izquierdo,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/david-alvarez-189989,Davo,RC Deportivo,Gijón,Extremo izquierdo,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/peke-951513,Yeremay,RC Deportivo,"Las Palmas, Canarias",Extremo izquierdo,Las Palmas,1 RFEF Grupo 1
https://es.besoccer.com/jugador/raul-alcaina-372142,Raúl Alcaina,RC Deportivo,Museros (Valencia),Delantero,Valencia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/k-sanchez-3138413,Kevin Sánchez,RC Deportivo,Burgos,Delantero,Burgos,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pablo-valcarce-189346,Pablo Valcarce,RC Deportivo,Ponferrada (León),Extremo derecho,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/diego-gomez-perez-1018091,Diego Gómez,RC Deportivo,Amoeiro (Ourense),Extremo derecho,Orense,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-castillo-988355,Mati Castillo,RC Deportivo,Santander (Cantabria),Delantero,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/berto-187893,Berto Cayarga,RC Deportivo,Avilés,Extremo izquierdo,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/luis-quintero-996763,Luis Quintero,RC Deportivo,Alicante/Alacant,Extremo izquierdo,Alicante,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-ochoa-1021048,Martín Ochoa,RC Deportivo,Logroño,Delantero,La Rioja,1 RFEF Grupo 1
https://es.besoccer.com/jugador/varo-189663,Alberto Varo,Gimnàstic Tarragona,Tarragona,Portero,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/gerard-font-993169,Gerard Font,Gimnàstic Tarragona,Mataró (Barcelona),Portero,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/parra-471368,Dani Parra,Gimnàstic Tarragona,Tarragona,Portero,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/joan-oriol-29389,Joan Oriol,Gimnàstic Tarragona,"Cambrils, Tarragona",Lateral izquierdo,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-trigueros-139840,P. Trigueros,Gimnàstic Tarragona, Herreruela de Oropesa (Toledo),Defensa central,Toledo,1 RFEF Grupo 1
https://es.besoccer.com/jugador/nacho-196693,Nacho González,Gimnàstic Tarragona,Sevilla,Defensa central,Sevilla,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pol-domingo-596948,Pol Domingo,Gimnàstic Tarragona,La Pobla de Montornès,Lateral derecho,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/dufur-733737,Unai Dufur,Gimnàstic Tarragona,Pamplona (Navarra),Defensa central,Navarra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-tirlea-546823,Alex Tirlea,Gimnàstic Tarragona,Alcalá de Henares,Lateral derecho,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/i-recio-879604,Iker Recio,Gimnàstic Tarragona,Talavera de la Reina,Defensa central,Toledo,1 RFEF Grupo 1
https://es.besoccer.com/jugador/borja-martinez-159803,B. Martínez,Gimnàstic Tarragona,Elche de la Sierra,Mediocentro,Albacete,1 RFEF Grupo 1
https://es.besoccer.com/jugador/o-sanz-753197,Óscar Sanz,Gimnàstic Tarragona,Sant Sadurní d'Anoia,Mediocentro defensivo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-montalvo-917146,M. Montalvo,Gimnàstic Tarragona,Riudoms (Tarragona),Mediocentro,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/gorostidi-246562,A. Gorostidi,Gimnàstic Tarragona,Tolosa (Guipúzcoa),Mediocentro defensivo,Guipúzcoa,1 RFEF Grupo 1
https://es.besoccer.com/jugador/querol-950889,A. Querol,Gimnàstic Tarragona,Tarragona,Delantero,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/t-pozo-1016218,Teo Pozo,Gimnàstic Tarragona,Roda de Berá,Extremo izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pablo-239301,Pablo Fernández,Gimnàstic Tarragona,Candás (Asturias),Delantero,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-jardi-776262,Jaume Jardí,Gimnàstic Tarragona,Reus (Tarragona),Extremo izquierdo,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marc-61811,Marc Fernández,Gimnàstic Tarragona,Corbera de Llobregat (Barcelona),Extremo izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-escudero-348799,Andy Escudero,Gimnàstic Tarragona,Alicante/Alacant,Extremo izquierdo,Alicante,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alan-godoy-874751,Alan Godoy,Gimnàstic Tarragona,Las Palmas de Gran Canaria,Delantero,Las Palmas,1 RFEF Grupo 1
https://es.besoccer.com/jugador/mula-188811,Álex Mula,Gimnàstic Tarragona,Barcelona,Extremo izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/d-concha-201968,David Concha,Gimnàstic Tarragona,Santander,Extremo izquierdo,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/gorka-santamaria-185983,G. Santamaría,Gimnàstic Tarragona,Bilbao,Delantero,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/mario-rodriguez-251054,Mario Rodríguez,Gimnàstic Tarragona,Barcelona,Delantero,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marc-alvarez-950885,Marc Álvarez,Gimnàstic Tarragona,Torrente (Valencia),Extremo izquierdo,Valencia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/maurizio-427913,M. Pochettino,Gimnàstic Tarragona,Barcelona,Extremo derecho,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ander-902025,A. Astralaga,Barça Atlètic,Berango (Vizcaya),Portero,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marc-vicente-423661,Marc Vidal,Barça Atlètic,Villarreal,Portero,Castellón,1 RFEF Grupo 1
https://es.besoccer.com/jugador/aaron-alonso-918990,A. Alonso,Barça Atlètic,Puerto del Rosario (Fuerteventura),Portero,Toledo,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-cubarsi-3234352,Pau Cubarsí,Barça Atlètic,Estanyol (Girona),Defensa central,Gerona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/gerard-martin-950926,Gerard Martín,Barça Atlètic,Barcelona,Lateral izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/hector-fort-940495,Héctor Fort,Barça Atlètic,Barcelona,Lateral derecho,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-fernandez-879132,Pelayo,Barça Atlètic,Avilés (Asturias),Defensa central,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-navarro-3234344,A. Navarro,Barça Atlètic,Barcelona,Lateral izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/s-dominguez-918992,Sergi Domínguez,Barça Atlètic,Barcelona,Defensa central,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alexis-olmedo-vila-940477,A. Olmedo,Barça Atlètic,Manresa,Defensa central,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-cortes-1005057,Á. Cortés,Barça Atlètic,Zaragoza,Defensa central,Zaragoza,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alvaro-perez-885918,Trilli,Barça Atlètic,Ortigueira (A Coruña),Lateral derecho,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-anaya-3184183,J. Anaya,Barça Atlètic,Reus (Tarragona),Lateral derecho,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/e-sanchez-3183582,Edu Sánchez,Barça Atlètic,Navalmoral,Lateral izquierdo,Ávila,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-cuenca-3234354,Andrés Cuenca,Barça Atlètic,Villafranca de Córdoba,Defensa central,Córdoba,1 RFEF Grupo 1
https://es.besoccer.com/jugador/unai-hernandez-999282,Unai Hernández,Barça Atlètic,Badalona,Mediocentro,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-moukhliss-342272,Moha Moukhliss,Barça Atlètic,Madrid,Mediocentro,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-casado-879165,Marc Casadó,Barça Atlètic,Sant Pere de Vilamajor (Barcelona),Mediocentro defensivo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/aleix-g-902127,Aleix Garrido,Barça Atlètic,Ripoll (Girona),Mediocentro,Gerona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-bernal-3358471,Marc Bernal,Barça Atlètic,Berga (Barcelona),Mediocentro defensivo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/c-munoz-3184189,C. Muñoz,Barça Atlètic,Almería,Mediocentro,Almería,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-prim-3189483,Pau Prim,Barça Atlètic,Barcelona,Mediocentro defensivo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/g-fernandez-3341877,G. Fernández,Barça Atlètic,Rubí,Mediocentro,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/brian-farinas-940500,B. Fariñas,Barça Atlètic,Benicarló (Castellón),Mediocentro,Castellón,1 RFEF Grupo 1
https://es.besoccer.com/jugador/b-vicens-3184186,Biel Vicens,Barça Atlètic,Palamós,Mediocentro,Gerona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pau-victor-948661,Pau Víctor,Barça Atlètic,San Cugat del Vallés (Barcelona),Delantero,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/diego-pertejo-857367,Diego Percan,Barça Atlètic,León,Extremo izquierdo,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/naim-948584,Naim García,Barça Atlètic,Madrid,Extremo derecho,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/marc-guiu-940592,Marc Guiu,Barça Atlètic,Granollers (Barcelona),Delantero,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/d-rodriguez-3242407,D. Rodríguez,Barça Atlètic,Astigarraga (Guipúzcoa),Extremo izquierdo,Guipúzcoa,1 RFEF Grupo 1
https://es.besoccer.com/jugador/n-caldero-3184182,Nil Calderó,Barça Atlètic,Claravalls,Extremo derecho,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/jaume-cuellar-mendoza-364463,Jaume Cuéllar,Barça Atlètic,Granollers (Barcelona),Extremo derecho,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-alarcon-885945,Ángel Alarcón,Barça Atlètic,Castelldefels,Extremo izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-hernandez-3234340,J. Hernández,Barça Atlètic,Teruel,Mediocentro,Teruel,1 RFEF Grupo 1
https://es.besoccer.com/jugador/iker-425148,Iker Goujón,Barça Atlètic,Tarragona,Extremo derecho,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/raul-871597,Ruly,Celta Fortuna,León,Portero,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/c-fernández-901428,César Fernández,Celta Fortuna,Orense,Portero,Orense,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-carrillo-614835,Coke Carrillo,Celta Fortuna,Pontevedra,Portero,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/h-wauthier-3189499,Hugo Wauthier,Celta Fortuna,Vigo,Portero,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/javier-879218,Javi Rueda,Celta Fortuna,Alozaina (Málaga),Lateral derecho,Málaga,1 RFEF Grupo 1
https://es.besoccer.com/jugador/yoel-996554,Yoel Lago,Celta Fortuna,Vigo,Defensa central,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-rodriguez-1021586,Javi Rodríguez,Celta Fortuna,Pontevedra,Lateral derecho,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-fernandez-3252995,Manu Fernández,Celta Fortuna,Narón (A Coruña),Defensa central,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/joel-lopez-775948,Joel López,Celta Fortuna,Barcelona,Lateral izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-meixus-3134438,Pablo Meixús,Celta Fortuna,Pontevedra,Defensa central,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/gael-alonso-950940,Gael Alonso,Celta Fortuna,Vigo,Defensa central,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/martin-conde-gomez-1018069,Tincho,Celta Fortuna,Ourense,Lateral izquierdo,Orense,1 RFEF Grupo 1
https://es.besoccer.com/jugador/javier-piay-950941,Javier Piay,Celta Fortuna,Pontevedra,Lateral derecho,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-dominguez-879217,J. Domínguez,Celta Fortuna,Madrid,Defensa central,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/damian-rodriguez-950945,Damián,Celta Fortuna,Ponteareas (Pontevedra),Mediocentro,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-roman-993015,Miguel Román,Celta Fortuna,Vigo,Mediocentro defensivo,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/raul-blanco-950969,Raúl Blanco,Celta Fortuna,Moaña,Mediapunta,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/david-de-la-iglesia-rey-1018124,Dela,Celta Fortuna,"Coruña, A",Mediocentro defensivo,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/f-lopez-1021589,Fer López,Celta Fortuna,Madrid,Mediapunta,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/mario-cantero-950974,Mario Cantero,Celta Fortuna,Vigo,Mediocentro,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/v-bartolome-396506,V. San Bartolomé,Celta Fortuna,Barakaldo,Mediocentro,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/b-iglesias-885940,Bruno Iglesias,Celta Fortuna,Salamanca,Mediapunta,Salamanca,1 RFEF Grupo 1
https://es.besoccer.com/jugador/hugo-alvarez-992911,Hugo Álvarez,Celta Fortuna,Ourense,Extremo izquierdo,Orense,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-gonzalez-338022,Alfon González,Celta Fortuna,Albacete,Extremo izquierdo,Albacete,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-duran-3145326,Pablo Durán,Celta Fortuna,Tomiño (Pontevedra),Delantero,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/dani-gonzalez-949865,Dani González,Celta Fortuna,Albacete,Delantero,Albacete,1 RFEF Grupo 1
https://es.besoccer.com/jugador/l-antanon-1021571,L. Antañón,Celta Fortuna,Vigo,Extremo derecho,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/manuel-423525,Manu Garrido,Celta Fortuna,Madrid,Delantero,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-fuente-996211,Mario Fuente,Celta Fortuna,Oviedo,Delantero,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/f-martinez-3196561,Fer Martínez,Celta Fortuna,Cuntis (Pontevedra),Delantero,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/andres-79239,Andrés Prieto,Ponferradina,Alicante/Alacant,Portero,Alicante,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-palop-1029319,A. Palop,Ponferradina,L'Alcúdia (Valencia),Portero,Valencia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/angel-950473,Ángel Jiménez,Ponferradina,Granada,Portero,Granada,1 RFEF Grupo 1
https://es.besoccer.com/jugador/andujar-338259,David Andújar,Ponferradina,Torrejón de Ardoz (Madrid),Defensa central,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/lopez-186122,Andoni López,Ponferradina,Barakaldo,Lateral izquierdo,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/antonio-leal-759721,Antonio Leal,Ponferradina,Villamartín (Cádiz),Defensa central,Cádiz,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-rodriguez-995400,Javier Lancho,Ponferradina,Madrid,Lateral izquierdo,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/n-jimenez-824479,Nil Jiménez,Ponferradina,Barcelona,Lateral izquierdo,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alex-164531,Ale Díez,Ponferradina,Cáceres (Extremadura),Lateral derecho,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/lozano-339660,Markel Lozano,Ponferradina,Bilbao (Vizcaya),Mediocentro,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pablo-168697,Pablo Clavería,Ponferradina,Madrid,Mediocentro,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pol-llonch-108934,Pol Llonch,Ponferradina,Barcelona,Mediocentro,Barcelona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/yeray-993829,Yeray Cabanzón,Ponferradina,Isla (Cantabria),Mediocentro,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-alvarez-1024084,J. Klein,Ponferradina,Cubillos del Sil (El Bierzo),Mediocentro,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-prendes-659080,Mangel,Ponferradina,Gijón,Mediocentro defensivo,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/borja-valle-110220,Borja Valle,Ponferradina,Ponferrada (León),Delantero,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ernesto-176440,Ernesto Gómez,Ponferradina,Albolote (Granada),Extremo derecho,Granada,1 RFEF Grupo 1
https://es.besoccer.com/jugador/dacosta-984830,Raúl Dacosta,Ponferradina,Ourense,Extremo izquierdo,Orense,1 RFEF Grupo 1
https://es.besoccer.com/jugador/brais-199617,Brais Abelenda,Ponferradina,Bembibre (Valle del Dubra),Extremo izquierdo,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/cerda-amengual-josep,Josep Cerdà,Ponferradina,Pollensa (Islas Baleares),Extremo izquierdo,Baleares,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alejandro-costa-995557,Álex Costa,Ponferradina,Madrid,Delantero,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/r-arias-997713,Raúl Arias,Ponferradina,Bembibre (León),Delantero,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/miguel-banuz-124259,Miguel Bañuz,Cultural Leonesa,Elche/Elx,Portero,Alicante,1 RFEF Grupo 1
https://es.besoccer.com/jugador/d-rodriguez-851974,D. Rodríguez,Cultural Leonesa,León,Portero,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alejandro-fernandez-817417,A. Amigo,Cultural Leonesa,Santander,Portero,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/enrique-191511,Quique Fornos,Cultural Leonesa,As Pontes (La Coruña),Defensa central,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/aleix-104140,Aleix Coch,Cultural Leonesa,Tarragona,Defensa central,Tarragona,1 RFEF Grupo 1
https://es.besoccer.com/jugador/rodrigo-876934,Rodri Suárez,Cultural Leonesa,León,Defensa central,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/alvaro-950547,Álvaro Martínez,Cultural Leonesa,Vall de Uxó (Castellón),Lateral izquierdo,Castellón,1 RFEF Grupo 1
https://es.besoccer.com/jugador/muguruza-206791,J. Muguruza,Cultural Leonesa,Deba (Guipúzcoa),Lateral derecho,Guipúzcoa,1 RFEF Grupo 1
https://es.besoccer.com/jugador/pol-vidal-876027,Jaume Pol,Cultural Leonesa,Palma de Mallorca,Lateral izquierdo,Murcia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/guitian-110476,A. Guitián,Cultural Leonesa,Los Corrales de Buelna (Cantabria),Defensa central,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/bicho-179464,Bicho,Cultural Leonesa,Sada (La Coruña),Mediapunta,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/m-ruiz-870071,Martín Solar,Cultural Leonesa,Santander,Mediocentro,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/barri-338261,Diego Barri,Cultural Leonesa,Salamanca,Mediocentro,Salamanca,1 RFEF Grupo 1
https://es.besoccer.com/jugador/kevin-presa-203447,Kevin Presa,Cultural Leonesa,Ponteareas (Pontevedra),Mediocentro,Pontevedra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-rey-336666,Aarón Rey,Cultural Leonesa,Ferrol,Mediapunta,A Coruña,1 RFEF Grupo 1
https://es.besoccer.com/jugador/nico-toca-951402,Nico Toca,Cultural Leonesa,Santander,Mediocentro,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/santi-141754,Santi Samanes,Cultural Leonesa,Berriozar (Navarra),Extremo izquierdo,Navarra,1 RFEF Grupo 1
https://es.besoccer.com/jugador/rodri-236312,R. Escudero,Cultural Leonesa,Simancas (Valladolid),Delantero,Valladolid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/calderon-165472,C. Calderón,Cultural Leonesa,Almansa (Albacete),Extremo derecho,Albacete,1 RFEF Grupo 1
https://es.besoccer.com/jugador/guillermo-67763,Guillermo,Cultural Leonesa,Bilbao,Delantero,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-gonzalez-373512,Berto González,Cultural Leonesa,Avilés (Asturias),Extremo izquierdo,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/dorian-989080,Dorian,Cultural Leonesa,Fuenlabrada (Madrid),Delantero,Madrid,1 RFEF Grupo 1
https://es.besoccer.com/jugador/f-blanco-907178,Fabio Blanco,Cultural Leonesa,Almería,Extremo izquierdo,Almería,1 RFEF Grupo 1
https://es.besoccer.com/jugador/luis-bilbao-993491,Luis Bilbao,Cultural Leonesa,Berango (Vizcaya),Extremo izquierdo,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/d-lopez-1019436,David López,Cultural Leonesa,León,Delantero,León,1 RFEF Grupo 1
https://es.besoccer.com/jugador/p-cacharron-321680,P. Cacharrón,Unionistas CF,Lugo,Portero,Lugo,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ivan-martinez-729596,Iván Martínez,Unionistas CF,Ágreda (Soria),Portero,Soria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ramiro-88813,Ramiro,Unionistas CF,Zaragoza,Defensa central,Zaragoza,1 RFEF Grupo 1
https://es.besoccer.com/jugador/erik-300186,Erik Ruiz,Unionistas CF,Bilbao,Defensa central,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/rojo-306773,Jon Rojo,Unionistas CF,Bilbao,Lateral izquierdo,Vizcaya,1 RFEF Grupo 1
https://es.besoccer.com/jugador/carlos-gimenez-949920,Carlos Giménez,Unionistas CF,Sedaví (Valencia),Defensa central,Valencia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/sergio-camus-perojo,Sergio Camus,Unionistas CF,Colindres (Cantabria),Lateral derecho,Cantabria,1 RFEF Grupo 1
https://es.besoccer.com/jugador/ekaitz-319890,E. Jiménez,Unionistas CF,Donostia (Guipúzcoa),Lateral izquierdo,Guipúzcoa,1 RFEF Grupo 1
https://es.besoccer.com/jugador/a-gomez-290053,Álvaro Gómez,Unionistas CF,Salamanca,Medio derecho,Salamanca,1 RFEF Grupo 1
https://es.besoccer.com/jugador/hector-135262,Héctor Nespral,Unionistas CF,Oviedo,Mediocentro,Asturias,1 RFEF Grupo 1
https://es.besoccer.com/jugador/j-villar-988728,Javi Villar,Unionistas CF,Murcia,Mediocentro,Murcia,1 RFEF Grupo 1
https://es.besoccer.com/jugador/adri-gomez-190296,Adri Gómez,Unionistas CF,Cuenca,Mediocentro,Cuenca,1 RFEF Grupo 1
https://es.besoccer.com/jugador/jordi-tur-antonio,Jordi Tur,Unionistas CF,Ibiza,Mediocentro,Asturias,1 RFEF Grupo 1
